codigo_comunidad;comunidad;name;year;precio;IPC;edad_media;mano_obra;precio_Acero;precio_Aluminio;precio_Cemento;precio_Ceramica;precio_Cobre;precio_Energía;precio_Ligantes;precio_Madera;num_hipotecas;num_inmigracion
9;catalunya;Cataluña;01/01/2007;28310;790;4,09263E+15;34581;10796;8846;16343;14313;15404;22915;20353;16381;80079;631959
9;catalunya;Cataluña;01/04/2007;28720;8069;4,09263E+15;35261;11550;8895;16942;14678;20292;23958;24441;16701;69906;655264
9;catalunya;Cataluña;01/07/2007;28740;8066;4,09358E+16;3520;11471;8654;16938;14712;20531;25892;28288;16870;60991;678570
9;catalunya;Cataluña;01/10/2007;28880;81918;4,09358E+16;3571;11052;7948;16849;14764;19879;26825;32004;17061;51359;701875
9;catalunya;Cataluña;01/01/2008;28750;82466;4,09492E+15;35861;10949;7755;16918;14834;16942;29123;31611;17247;51317;725180
9;catalunya;Cataluña;01/04/2008;28410;8402;4,09492E+15;36535;12335;8198;17221;15033;19472;30200;32321;17298;45063;735795
9;catalunya;Cataluña;01/07/2008;27650;84811;4,09778E+15;36783;14465;8430;17160;14988;18842;37265;41968;17341;36869;746410
9;catalunya;Cataluña;01/10/2008;27040;84887;4,09778E+15;36814;13274;7648;16939;14726;13057;29456;32450;17334;31595;757025
9;catalunya;Cataluña;01/01/2009;26200;8337;4,10303E+15;3616;11029;6287;17121;14629;8591;21798;20183;17354;33523;767640
9;catalunya;Cataluña;01/04/2009;25480;84364;4,10303E+15;36529;9833;6229;16638;14576;11798;22590;25403;17345;36092;765830
9;catalunya;Cataluña;01/07/2009;25090;84048;4,11419E+15;36373;9510;6433;16309;14544;13094;24981;33640;17277;37221;764019
9;catalunya;Cataluña;01/10/2009;25160;84675;4,11419E+15;36621;9548;6897;16298;14418;14870;25283;35023;17239;32214;762208
9;catalunya;Cataluña;01/01/2010;24770;84504;4,12698E+15;36464;9421;7655;16126;14327;18183;26699;38962;17250;37801;760398
9;catalunya;Cataluña;01/04/2010;24420;8581;4,12698E+15;36961;10486;8205;15934;14327;20366;28622;44638;17243;36658;753390
9;catalunya;Cataluña;01/07/2010;23910;85905;4,14086E+15;3696;10516;7704;15716;14331;18502;28643;43654;17249;37325;746382
9;catalunya;Cataluña;01/10/2010;23690;8685;4,14086E+15;3737;10684;7917;15503;14268;20960;28313;42363;17276;25499;739374
9;catalunya;Cataluña;01/01/2011;23340;87283;4,15337E+15;37496;11121;8414;15447;14280;24737;30715;46173;17348;30238;732366
9;catalunya;Cataluña;01/04/2011;22970;89062;4,15337E+15;38136;11892;8130;15556;14321;24053;34081;54266;17434;23516;729646
9;catalunya;Cataluña;01/07/2011;22380;88684;4,16858E+16;37941;12168;7923;15658;14255;24495;33478;54235;17417;21965;726926
9;catalunya;Cataluña;01/10/2011;21830;89535;4,16858E+16;38297;12053;8036;15852;14239;21453;33423;55991;17455;15590;724206
9;catalunya;Cataluña;01/01/2012;21190;89236;4,18288E+15;3810;11670;8016;16074;14238;23287;36679;60002;17459;18863;721486
9;catalunya;Cataluña;01/04/2012;19950;9122;4,18288E+15;38816;11703;7922;16036;14259;22708;37057;63074;17475;17593;715377
9;catalunya;Cataluña;01/07/2012;18850;9098;4,19707E+16;38651;11549;7552;16348;14272;23121;35076;57085;17492;15139;709268
9;catalunya;Cataluña;01/10/2012;18320;93275;4,19707E+16;39445;11168;7491;16522;14237;23409;36203;60005;17485;12109;703159
9;catalunya;Cataluña;01/01/2013;17480;92216;4,21564E+15;39017;11185;7369;16130;14215;24072;35073;52739;17545;14448;697050
9;catalunya;Cataluña;01/04/2013;16770;92883;4,21564E+15;39315;10874;7211;16631;14158;22698;34522;55771;17593;11874;683141
9;catalunya;Cataluña;01/07/2013;16420;92848;4,2365E+14;39253;10594;7016;16784;14208;21121;34788;53995;17601;9071;669232
9;catalunya;Cataluña;01/10/2013;15940;9319;4,2365E+14;3943;10698;6918;16676;14352;21014;34837;54121;17624;8689;655324
9;catalunya;Cataluña;01/01/2014;15560;92484;4,25599E+16;39083;10584;6794;16279;14213;21279;33485;52112;17700;10624;641415
9;catalunya;Cataluña;01/04/2014;15270;93509;4,25599E+16;39439;10525;6837;16112;14337;19472;32937;52149;17782;10606;630158
9;catalunya;Cataluña;01/07/2014;15180;92882;4,27299E+15;39141;10445;7205;16056;14487;20865;34449;52703;17848;11149;618901
9;catalunya;Cataluña;01/10/2014;15040;93308;4,27299E+15;39399;10470;7729;16334;14550;21211;34009;51631;17817;10208;607644
9;catalunya;Cataluña;01/01/2015;14900;91617;4,28892E+15;38646;10193;7919;16536;14539;20210;29293;40965;17882;14533;596387
9;catalunya;Cataluña;01/04/2015;14910;9323;4,28892E+15;39228;10220;8187;16452;14533;22179;31135;41412;18068;12394;594494
9;catalunya;Cataluña;01/07/2015;15110;93214;4,30198E+15;39165;10132;7731;16355;14527;20017;31363;42686;18141;13442;592600
9;catalunya;Cataluña;01/10/2015;15590;9302;4,30198E+15;39164;9489;7352;16311;14514;18832;28493;33187;18129;12837;590707
9;catalunya;Cataluña;01/01/2016;15680;91584;4,31413E+16;38553;9089;7214;16339;14537;16869;25248;28684;18207;14889;588814
9;catalunya;Cataluña;01/04/2016;15850;92484;4,31413E+16;38877;9325;7128;16416;14360;17327;25211;28185;18386;16257;592520
9;catalunya;Cataluña;01/07/2016;15770;92884;4,3272E+15;38969;10233;7193;16472;14410;18077;27995;35216;18445;14905;596225
9;catalunya;Cataluña;01/10/2016;16490;93861;4,3272E+15;39392;9901;7230;16499;14366;17259;29515;37860;18460;13115;599930
9;catalunya;Cataluña;01/01/2017;16690;94428;4,33733E+15;39527;10804;7554;16367;14370;20897;32580;45171;18455;17011;603636
9;catalunya;Cataluña;01/04/2017;17210;95038;4,33733E+15;3972;10977;7915;16097;14354;20833;30211;43765;18526;16508;610966
9;catalunya;Cataluña;01/07/2017;17810;94646;4,34727E+15;39482;10838;7786;16091;14479;21009;29093;42093;18542;17820;618296
9;catalunya;Cataluña;01/10/2017;17990;95604;4,34727E+15;39918;11387;7814;16112;14481;23082;30826;44887;18535;14747;625625
9;catalunya;Cataluña;01/01/2018;18020;9524;4,35334E+15;39721;11815;8054;16012;14520;22103;31917;46222;18590;18064;632955
9;catalunya;Cataluña;01/04/2018;18390;96204;4,35334E+15;40085;11918;7917;16252;14515;21567;31110;47065;18544;18645;644998
9;catalunya;Cataluña;01/07/2018;18510;96822;4,36034E+15;40236;11815;8396;16244;14547;21142;34394;55238;18633;18841;657042
9;catalunya;Cataluña;01/10/2018;19370;97905;4,36034E+15;40685;11934;8159;16168;14543;20921;35601;57609;18634;18819;669085
9;catalunya;Cataluña;01/01/2019;19470;9623;4,36629E+15;40052;11755;8039;16364;14604;20441;33011;49887;18687;19643;681128
9;catalunya;Cataluña;01/04/2019;19530;97834;4,36629E+15;40604;11664;7901;16437;14736;22044;34134;57218;18803;20171;697813
9;catalunya;Cataluña;01/07/2019;19630;97567;4,37262E+16;40417;11359;7928;16469;14785;20644;33469;54174;18858;16544;714498
9;catalunya;Cataluña;01/10/2019;20120;98155;4,37262E+16;40731;10997;7734;16422;14835;20222;33387;50285;18909;17848;731184
9;catalunya;Cataluña;01/01/2020;20150;97374;4,37999E+14;40426;10985;7837;16548;14838;20645;34564;47139;18943;23090;747869
9;catalunya;Cataluña;01/04/2020;19990;97136;4,37999E+14;40357;10832;7526;16613;15062;18528;27389;43547;18976;16186;745662
9;catalunya;Cataluña;01/07/2020;19970;96771;4,38348E+15;40205;10477;7321;16493;15221;20712;29080;45249;19001;14643;743454
9;catalunya;Cataluña;01/10/2020;20010;97124;4,38348E+15;40451;10697;7516;16503;15229;21268;29005;50751;19028;17337;741246
9;catalunya;Cataluña;01/01/2021;19900;97789;4,39429E+15;40584;11880;7753;16595;15235;24083;32594;51014;19055;20668;739039
9;catalunya;Cataluña;01/04/2021;20080;99123;4,39429E+15;41122;12803;8173;16593;15197;28613;34780;57701;19377;22124;744652
9;catalunya;Cataluña;01/07/2021;20070;99439;4,40914E+15;41188;15445;9155;16685;15278;28830;37722;62714;20122;22744;750266
9;catalunya;Cataluña;01/10/2021;20280;10216;4,40914E+15;42291;16056;10610;16844;15918;30916;44256;68130;20489;22504;755880
9;catalunya;Cataluña;01/01/2022;20490;103534;4,4188E+16;42692;16897;11247;18123;18552;30852;46977;68574;21025;24404;761493
18;ceuta;Ceuta, capital;01/01/2003;11160;75647;3,47936E+15;3130;7199;7258;13499;12274;5582;20170;14539;15074;215;207
18;ceuta;Ceuta, capital;01/04/2003;11290;77614;3,47936E+15;31754;7307;7283;13437;12272;5276;19409;15257;15072;255;208
18;ceuta;Ceuta, capital;01/07/2003;11470;76331;3,49237E+16;31592;7244;7048;13246;12260;5412;18653;15178;15126;242;210
18;ceuta;Ceuta, capital;01/10/2003;12140;78352;3,49237E+16;31996;7174;7054;13312;12244;5905;18173;14452;15129;337;211
18;ceuta;Ceuta, capital;01/01/2004;12600;77966;3,50385E+16;31941;7357;7117;13427;12260;6893;17733;12628;15179;288;212
18;ceuta;Ceuta, capital;01/04/2004;13000;8021;3,50385E+16;32514;9125;7211;13734;12408;8793;18245;13428;15218;438;215
18;ceuta;Ceuta, capital;01/07/2004;13440;79634;3,51709E+15;32513;9282;7526;13728;12482;8193;19059;13695;15273;394;218
18;ceuta;Ceuta, capital;01/10/2004;13780;81061;3,51709E+15;32956;10139;7735;13713;12575;8631;20314;13255;15319;283;222
18;ceuta;Ceuta, capital;01/01/2005;13850;79892;3,524E+16;3276;10177;7534;13922;12689;8666;19606;12534;15364;321;225
18;ceuta;Ceuta, capital;01/04/2005;14000;8242;3,524E+16;3346;9777;7875;14331;12849;9253;21880;17023;15556;383;240
18;ceuta;Ceuta, capital;01/07/2005;14290;81461;3,53255E+15;33403;9545;7681;14355;12953;10604;23285;19484;15591;271;256
18;ceuta;Ceuta, capital;01/10/2005;14910;83464;3,53255E+15;33917;9852;7837;14438;13018;11929;25389;23403;15619;258;271
18;ceuta;Ceuta, capital;01/01/2006;15340;8286;3,53979E+15;33916;9782;8687;14736;13323;13814;25360;23056;15722;819;286
18;ceuta;Ceuta, capital;01/04/2006;15820;85246;3,53979E+15;34524;10160;8952;15632;13604;18383;25878;26087;15860;409;294
18;ceuta;Ceuta, capital;01/07/2006;16480;8441;3,55E+15;34523;10600;8866;15635;13768;21471;26053;25822;16007;191;302
18;ceuta;Ceuta, capital;01/10/2006;17320;8536;3,55E+15;34641;11028;8685;15654;13968;21002;23814;21955;16073;250;309
18;ceuta;Ceuta, capital;01/01/2007;17500;84758;3,56009E+16;34581;10796;8846;16343;14313;15404;22915;20353;16381;634;317
18;ceuta;Ceuta, capital;01/04/2007;17870;86628;3,56009E+16;35261;11550;8895;16942;14678;20292;23958;24441;16701;467;332
18;ceuta;Ceuta, capital;01/07/2007;18260;85487;3,56719E+16;3520;11471;8654;16938;14712;20531;25892;28288;16870;119;346
18;ceuta;Ceuta, capital;01/10/2007;18320;87499;3,56719E+16;3571;11052;7948;16849;14764;19879;26825;32004;17061;274;361
18;ceuta;Ceuta, capital;01/01/2008;18550;87607;3,57164E+15;35861;10949;7755;16918;14834;16942;29123;31611;17247;401;376
18;ceuta;Ceuta, capital;01/04/2008;18810;90043;3,57164E+15;36535;12335;8198;17221;15033;19472;30200;32321;17298;439;397
18;ceuta;Ceuta, capital;01/07/2008;19340;8962;3,57718E+15;36783;14465;8430;17160;14988;18842;37265;41968;17341;461;418
18;ceuta;Ceuta, capital;01/10/2008;19960;90559;3,57718E+15;36814;13274;7648;16939;14726;13057;29456;32450;17334;87;440
18;ceuta;Ceuta, capital;01/01/2009;20590;88695;3,58117E+15;3616;11029;6287;17121;14629;8591;21798;20183;17354;287;461
18;ceuta;Ceuta, capital;01/04/2009;20740;90713;3,58117E+15;36529;9833;6229;16638;14576;11798;22590;25403;17345;216;484
18;ceuta;Ceuta, capital;01/07/2009;21010;89165;3,58303E+15;36373;9510;6433;16309;14544;13094;24981;33640;17277;219;506
18;ceuta;Ceuta, capital;01/10/2009;20820;91006;3,58303E+15;36621;9548;6897;16298;14418;14870;25283;35023;17239;253;528
18;ceuta;Ceuta, capital;01/01/2010;20800;89903;3,57899E+15;36464;9421;7655;16126;14327;18183;26699;38962;17250;391;551
18;ceuta;Ceuta, capital;01/04/2010;20810;91991;3,57899E+15;36961;10486;8205;15934;14327;20366;28622;44638;17243;329;586
18;ceuta;Ceuta, capital;01/07/2010;21080;90752;3,57867E+15;3696;10516;7704;15716;14331;18502;28643;43654;17249;377;621
18;ceuta;Ceuta, capital;01/10/2010;21250;92167;3,57867E+15;3737;10684;7917;15503;14268;20960;28313;42363;17276;242;656
18;ceuta;Ceuta, capital;01/01/2011;21480;91865;3,57948E+15;37496;11121;8414;15447;14280;24737;30715;46173;17348;230;691
18;ceuta;Ceuta, capital;01/04/2011;21170;94278;3,57948E+15;38136;11892;8130;15556;14321;24053;34081;54266;17434;221;711
18;ceuta;Ceuta, capital;01/07/2011;20860;92944;3,58193E+15;37941;12168;7923;15658;14255;24495;33478;54235;17417;156;730
18;ceuta;Ceuta, capital;01/10/2011;21310;94733;3,58193E+15;38297;12053;8036;15852;14239;21453;33423;55991;17455;155;750
18;ceuta;Ceuta, capital;01/01/2012;20270;93466;3,58199E+15;3810;11670;8016;16074;14238;23287;36679;60002;17459;196;770
18;ceuta;Ceuta, capital;01/04/2012;20000;96023;3,58199E+15;38816;11703;7922;16036;14259;22708;37057;63074;17475;82;745
18;ceuta;Ceuta, capital;01/07/2012;19910;94855;3,59362E+15;38651;11549;7552;16348;14272;23121;35076;57085;17492;62;720
18;ceuta;Ceuta, capital;01/10/2012;19910;97047;3,59362E+15;39445;11168;7491;16522;14237;23409;36203;60005;17485;87;696
18;ceuta;Ceuta, capital;01/01/2013;19450;95194;3,6046E+15;39017;11185;7369;16130;14215;24072;35073;52739;17545;144;671
18;ceuta;Ceuta, capital;01/04/2013;18900;96529;3,6046E+15;39315;10874;7211;16631;14158;22698;34522;55771;17593;42;667
18;ceuta;Ceuta, capital;01/07/2013;18750;95703;3,61664E+15;39253;10594;7016;16784;14208;21121;34788;53995;17601;34;663
18;ceuta;Ceuta, capital;01/10/2013;18670;96769;3,61664E+15;3943;10698;6918;16676;14352;21014;34837;54121;17624;163;659
18;ceuta;Ceuta, capital;01/01/2014;18920;95205;3,62401E+15;39083;10584;6794;16279;14213;21279;33485;52112;17700;87;655
18;ceuta;Ceuta, capital;01/04/2014;19040;97219;3,62401E+15;39439;10525;6837;16112;14337;19472;32937;52149;17782;226;606
18;ceuta;Ceuta, capital;01/07/2014;19310;95258;3,63718E+15;39141;10445;7205;16056;14487;20865;34449;52703;17848;94;558
18;ceuta;Ceuta, capital;01/10/2014;19250;96527;3,63718E+15;39399;10470;7729;16334;14550;21211;34009;51631;17817;62;510
18;ceuta;Ceuta, capital;01/01/2015;19020;94398;3,64854E+15;38646;10193;7919;16536;14539;20210;29293;40965;17882;128;461
18;ceuta;Ceuta, capital;01/04/2015;18980;96109;3,64854E+15;39228;10220;8187;16452;14533;22179;31135;41412;18068;105;457
18;ceuta;Ceuta, capital;01/07/2015;18630;94906;3,66967E+15;39165;10132;7731;16355;14527;20017;31363;42686;18141;49;454
18;ceuta;Ceuta, capital;01/10/2015;18500;959;3,66967E+15;39164;9489;7352;16311;14514;18832;28493;33187;18129;81;450
18;ceuta;Ceuta, capital;01/01/2016;18300;93971;3,6815E+16;38553;9089;7214;16339;14537;16869;25248;28684;18207;98;446
18;ceuta;Ceuta, capital;01/04/2016;18090;95348;3,6815E+16;38877;9325;7128;16416;14360;17327;25211;28185;18386;153;439
18;ceuta;Ceuta, capital;01/07/2016;18130;94737;3,69678E+14;38969;10233;7193;16472;14410;18077;27995;35216;18445;94;432
18;ceuta;Ceuta, capital;01/10/2016;17870;96265;3,69678E+14;39392;9901;7230;16499;14366;17259;29515;37860;18460;138;424
18;ceuta;Ceuta, capital;01/01/2017;17860;96285;3,70918E+15;39527;10804;7554;16367;14370;20897;32580;45171;18455;174;417
18;ceuta;Ceuta, capital;01/04/2017;17810;97344;3,70918E+15;3972;10977;7915;16097;14354;20833;30211;43765;18526;166;416
18;ceuta;Ceuta, capital;01/07/2017;17930;96015;3,72448E+15;39482;10838;7786;16091;14479;21009;29093;42093;18542;93;414
18;ceuta;Ceuta, capital;01/10/2017;17770;97367;3,72448E+15;39918;11387;7814;16112;14481;23082;30826;44887;18535;90;412
18;ceuta;Ceuta, capital;01/01/2018;17700;96013;3,73773E+15;39721;11815;8054;16012;14520;22103;31917;46222;18590;113;411
18;ceuta;Ceuta, capital;01/04/2018;17480;97599;3,73773E+15;40085;11918;7917;16252;14515;21567;31110;47065;18544;145;414
18;ceuta;Ceuta, capital;01/07/2018;17200;97228;3,75248E+15;40236;11815;8396;16244;14547;21142;34394;55238;18633;93;416
18;ceuta;Ceuta, capital;01/10/2018;17260;98657;3,75248E+15;40685;11934;8159;16168;14543;20921;35601;57609;18634;99;419
18;ceuta;Ceuta, capital;01/01/2019;17490;96802;3,77434E+16;40052;11755;8039;16364;14604;20441;33011;49887;18687;144;422
18;ceuta;Ceuta, capital;01/04/2019;17630;98963;3,77434E+16;40604;11664;7901;16437;14736;22044;34134;57218;18803;133;418
18;ceuta;Ceuta, capital;01/07/2019;17940;97154;3,79785E+16;40417;11359;7928;16469;14785;20644;33469;54174;18858;111;414
18;ceuta;Ceuta, capital;01/10/2019;18130;9836;3,79785E+16;40731;10997;7734;16422;14835;20222;33387;50285;18909;67;411
18;ceuta;Ceuta, capital;01/01/2020;18200;97045;3,81936E+15;40426;10985;7837;16548;14838;20645;34564;47139;18943;110;407
18;ceuta;Ceuta, capital;01/04/2020;18340;97893;3,81936E+15;40357;10832;7526;16613;15062;18528;27389;43547;18976;216;402
18;ceuta;Ceuta, capital;01/07/2020;18340;96885;3,84053E+15;40205;10477;7321;16493;15221;20712;29080;45249;19001;76;396
18;ceuta;Ceuta, capital;01/10/2020;18160;97844;3,84053E+15;40451;10697;7516;16503;15229;21268;29005;50751;19028;52;390
18;ceuta;Ceuta, capital;01/01/2021;18230;97629;3,85848E+16;40584;11880;7753;16595;15235;24083;32594;51014;19055;71;385
18;ceuta;Ceuta, capital;01/04/2021;18460;9965;3,85848E+16;41122;12803;8173;16593;15197;28613;34780;57701;19377;98;378
18;ceuta;Ceuta, capital;01/07/2021;18640;99004;3,88131E+15;41188;15445;9155;16685;15278;28830;37722;62714;20122;36;372
18;ceuta;Ceuta, capital;01/10/2021;18910;102305;3,88131E+15;42291;16056;10610;16844;15918;30916;44256;68130;20489;124;366
18;ceuta;Ceuta, capital;01/01/2022;19040;102978;3,89948E+16;42692;16897;11247;18123;18552;30852;46977;68574;21025;121;359
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/01/2003;12510;72935;4,14431E+15;3130;7199;7258;13499;12274;5582;20170;14539;15074;3433;29608
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/04/2003;12690;74271;4,14431E+15;31754;7307;7283;13437;12272;5276;19409;15257;15072;3506;30648
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/07/2003;12770;74196;4,1461E+15;31592;7244;7048;13246;12260;5412;18653;15178;15126;3164;31688
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/10/2003;12940;74644;4,1461E+15;31996;7174;7054;13312;12244;5905;18173;14452;15129;3432;32728
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/01/2004;13180;74625;4,14967E+15;31941;7357;7117;13427;12260;6893;17733;12628;15179;4633;33768
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/04/2004;13530;76122;4,14967E+15;32514;9125;7211;13734;12408;8793;18245;13428;15218;4689;34994
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/07/2004;13930;76534;4,15624E+15;32513;9282;7526;13728;12482;8193;19059;13695;15273;3933;36220
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/10/2004;14450;77653;4,15624E+15;32956;10139;7735;13713;12575;8631;20314;13255;15319;3857;37446
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/01/2005;15130;76917;4,16086E+13;3276;10177;7534;13922;12689;8666;19606;12534;15364;4629;38672
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/04/2005;15200;78763;4,16086E+13;3346;9777;7875;14331;12849;9253;21880;17023;15556;4601;39712
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/07/2005;15580;79073;4,16526E+15;33403;9545;7681;14355;12953;10604;23285;19484;15591;4041;40752
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/10/2005;16170;80372;4,16526E+15;33917;9852;7837;14438;13018;11929;25389;23403;15619;4518;41791
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/01/2006;16650;80168;4,17331E+14;33916;9782;8687;14736;13323;13814;25360;23056;15722;5218;42831
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/04/2006;17190;81841;4,17331E+14;34524;10160;8952;15632;13604;18383;25878;26087;15860;4747;43102
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/07/2006;17930;81958;4,17978E+15;34523;10600;8866;15635;13768;21471;26053;25822;16007;3980;43372
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/10/2006;18350;8197;4,17978E+15;34641;11028;8685;15654;13968;21002;23814;21955;16073;4592;43642
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/01/2007;18490;81586;4,18327E+15;34581;10796;8846;16343;14313;15404;22915;20353;16381;5179;43913
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/04/2007;19040;83436;4,18327E+15;35261;11550;8895;16942;14678;20292;23958;24441;16701;4402;45652
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/07/2007;19270;83613;4,18397E+15;3520;11471;8654;16938;14712;20531;25892;28288;16870;3880;47390
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/10/2007;19460;84752;4,18397E+15;3571;11052;7948;16849;14764;19879;26825;32004;17061;4204;49128
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/01/2008;19790;85013;4,18358E+15;35861;10949;7755;16918;14834;16942;29123;31611;17247;3187;50867
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/04/2008;19810;86769;4,18358E+15;36535;12335;8198;17221;15033;19472;30200;32321;17298;3576;51690
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/07/2008;19880;88045;4,18571E+15;36783;14465;8430;17160;14988;18842;37265;41968;17341;3014;52514
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/10/2008;20290;8759;4,18571E+15;36814;13274;7648;16939;14726;13057;29456;32450;17334;2719;53338
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/01/2009;20650;85766;4,18875E+15;3616;11029;6287;17121;14629;8591;21798;20183;17354;2464;54161
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/04/2009;20690;86573;4,18875E+15;36529;9833;6229;16638;14576;11798;22590;25403;17345;3040;53883
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/07/2009;20480;86397;4,19817E+15;36373;9510;6433;16309;14544;13094;24981;33640;17277;2820;53605
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/10/2009;20260;8667;4,19817E+15;36621;9548;6897;16298;14418;14870;25283;35023;17239;2603;53327
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/01/2010;20030;86214;4,20828E+15;36464;9421;7655;16126;14327;18183;26699;38962;17250;2951;53049
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/04/2010;19810;87549;4,20828E+15;36961;10486;8205;15934;14327;20366;28622;44638;17243;2549;52753
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/07/2010;19510;8796;4,22153E+15;3696;10516;7704;15716;14331;18502;28643;43654;17249;2318;52458
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/10/2010;19130;88463;4,22153E+15;3737;10684;7917;15503;14268;20960;28313;42363;17276;1762;52162
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/01/2011;19020;88817;4,23344E+15;37496;11121;8414;15447;14280;24737;30715;46173;17348;2319;51866
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/04/2011;18750;9091;4,23344E+15;38136;11892;8130;15556;14321;24053;34081;54266;17434;1678;51306
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/07/2011;18450;90629;4,24618E+16;37941;12168;7923;15658;14255;24495;33478;54235;17417;1718;50746
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/10/2011;18150;91322;4,24618E+16;38297;12053;8036;15852;14239;21453;33423;55991;17455;1642;50187
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/01/2012;17760;9084;4,25758E+15;3810;11670;8016;16074;14238;23287;36679;60002;17459;2168;49627
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/04/2012;17080;92844;4,25758E+15;38816;11703;7922;16036;14259;22708;37057;63074;17475;1577;49103
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/07/2012;16360;92854;4,26987E+14;38651;11549;7552;16348;14272;23121;35076;57085;17492;1255;48579
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/10/2012;15820;94522;4,26987E+14;39445;11168;7491;16522;14237;23409;36203;60005;17485;975;48055
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/01/2013;15340;93349;4,28602E+14;39017;11185;7369;16130;14215;24072;35073;52739;17545;1511;47531
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/04/2013;14980;94039;4,28602E+14;39315;10874;7211;16631;14158;22698;34522;55771;17593;1165;45803
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/07/2013;14740;94554;4,30512E+15;39253;10594;7016;16784;14208;21121;34788;53995;17601;1076;44074
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/10/2013;14460;9409;4,30512E+15;3943;10698;6918;16676;14352;21014;34837;54121;17624;1373;42346
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/01/2014;14070;92981;4,32217E+15;39083;10584;6794;16279;14213;21279;33485;52112;17700;1442;40618
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/04/2014;13810;93981;4,32217E+15;39439;10525;6837;16112;14337;19472;32937;52149;17782;1330;39864
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/07/2014;13480;93606;4,33681E+15;39141;10445;7205;16056;14487;20865;34449;52703;17848;1188;39110
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/10/2014;13180;9397;4,33681E+15;39399;10470;7729;16334;14550;21211;34009;51631;17817;1145;38355
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/01/2015;12740;91654;4,34978E+15;38646;10193;7919;16536;14539;20210;29293;40965;17882;1350;37601
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/04/2015;12300;93365;4,34978E+15;39228;10220;8187;16452;14533;22179;31135;41412;18068;1289;37244
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/07/2015;12130;93497;4,36228E+15;39165;10132;7731;16355;14527;20017;31363;42686;18141;1344;36888
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/10/2015;11990;93051;4,36228E+15;39164;9489;7352;16311;14514;18832;28493;33187;18129;1092;36531
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/01/2016;11860;91586;4,37432E+13;38553;9089;7214;16339;14537;16869;25248;28684;18207;1321;36174
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/04/2016;11680;92464;4,37432E+13;38877;9325;7128;16416;14360;17327;25211;28185;18386;1887;36073
15;comunidad-foral-navarra;Comunidad Foral de Navarra;01/07/2016;11530;93206;4,384E+14;38969;10233;7193;16472;14410;18077;27995;35216;18445;1323;35972
